Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerStartAge,CompanyCareerRatio,CurrentRoleCompanyRatio,ManagerCompanyRatio,PromotionLagCompanyRatio,SatisfactionAverage,LogMonthlyIncome,IncomePerJobLevel,OverTimeJobInvolvement
35,0,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,25,0.8,0.0,0.875,0.125,3.0,7.7226775164680035,2258.0,0
24,0,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,18,0.6666666666666666,0.75,0.5,0.25,3.3333333333333335,8.188133414510478,3597.0,0
28,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,27,1.0,1.0,0.0,0.0,3.6666666666666665,7.830425617820331,2515.0,3
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,18,1.0,0.875,0.875,0.0,2.3333333333333335,8.394121193826242,4420.0,0
30,0,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,20,1.0,0.3,0.4,0.1,2.3333333333333335,8.791638037085997,3289.0,0
40,0,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,24,0.0625,1.0,0.0,0.0,3.6666666666666665,8.394573477868327,2211.0,2
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,20,0.4666666666666667,1.0,0.5714285714285714,0.8571428571428571,2.3333333333333335,9.237469039364436,3424.6666666666665,0
34,0,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,20,0.9285714285714286,0.6923076923076923,0.6923076923076923,0.3076923076923077,2.6666666666666665,8.583729715216482,2671.5,0
35,0,Travel_Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,33,1.0,1.0,1.0,1.0,3.3333333333333335,7.773594467360194,2376.0,0
43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,36,0.5714285714285714,0.75,0.75,0.25,2.0,8.584290934948731,2673.0,0
32,0,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,31,1.0,0.0,0.0,0.0,2.3333333333333335,7.947325027016463,2827.0,0
56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,28,0.17857142857142858,0.4,0.4,0.8,3.0,9.900683625203394,3988.6,0
29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,19,1.0,0.8,0.8,0.0,2.3333333333333335,8.049427057110695,3131.0,0
19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,18,1.0,1.0,0.0,0.0,2.3333333333333335,7.845024417241484,2552.0,0
45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,38,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,8.4069317971587,4477.0,3
37,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,23,1.0,0.5714285714285714,0.7857142857142857,0.21428571428571427,3.3333333333333335,8.775703886567738,3237.0,0
20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,18,1.0,1.0,1.0,0.5,1.6666666666666667,8.017637159908478,3033.0,0
44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,38,1.0,0.6666666666666666,0.3333333333333333,0.0,3.0,7.98514393119862,2936.0,3
53,0,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,27,0.2692307692307692,1.0,1.0,0.5714285714285714,3.0,9.831293132987641,3721.2,0
29,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,23,0.8333333333333334,0.8,0.6,0.2,2.3333333333333335,7.682021510826875,2168.0,1
22,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,21,0.0,0.0,0.0,0.0,3.0,7.956476798036782,2853.0,2
46,0,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,18,0.9285714285714286,0.5769230769230769,0.34615384615384615,0.5769230769230769,1.6666666666666667,9.74384682996523,4262.0,0
44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,38,0.0,0.0,0.0,0.0,3.6666666666666665,7.736743682453495,2290.0,0
33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,28,1.0,0.8,0.8,0.2,3.0,8.188966863648876,3600.0,0
41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,36,0.2,0.0,0.0,0.0,1.0,7.653494909661253,2107.0,0
30,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,22,0.5,0.75,0.75,0.0,2.3333333333333335,8.32263709695394,2057.5,0
40,0,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,35,0.0,0.0,0.0,0.0,2.6666666666666665,8.372860820526318,2163.5,0
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,18,0.0625,1.0,1.0,1.0,2.6666666666666665,9.790150867197125,4464.0,0
28,0,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,22,1.0,0.8333333333333334,0.5,0.5,2.6666666666666665,8.069968149059841,3196.0,0
46,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,21,0.16,0.5,0.75,0.0,2.3333333333333335,9.856500761311791,3816.2,0
35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,20,0.4666666666666667,1.0,1.0,0.14285714285714285,2.6666666666666665,9.101306450952048,4483.0,3
24,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,23,1.0,0.0,0.0,0.0,2.3333333333333335,7.701200180857446,2210.0,0
33,0,Travel_Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,23,1.0,0.7,0.1,0.0,2.0,8.420682291035394,2269.5,0
36,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,29,1.0,1.0,1.0,0.14285714285714285,3.0,7.91644286012226,2741.0,0
30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,20,1.0,0.7,0.9,0.8,2.3333333333333335,8.158229916959494,1745.5,0
44,0,Travel_Rarely,200,Research & Development,29,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,24,1.0,0.55,0.85,0.65,3.3333333333333335,8.421122722665503,2270.5,0
20,0,Travel_Rarely,654,Sales,21,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,18,1.0,0.5,1.0,1.0,3.6666666666666665,7.893198869544609,2678.0,0
46,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,34,0.5,0.5,0.6666666666666666,0.16666666666666666,3.6666666666666665,8.906528917594517,3689.5,0
42,0,Non-Travel,179,Human Resources,2,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,32,0.4,0.75,0.75,0.0,2.0,8.744009988096744,3136.0,0
60,0,Travel_Rarely,696,Sales,7,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,48,0.9166666666666666,0.6363636363636364,0.8181818181818182,0.09090909090909091,2.6666666666666665,8.560444233410552,2610.0,4
32,0,Travel_Frequently,116,Research & Development,13,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,30,1.0,1.0,1.0,1.0,2.6666666666666665,7.917171988845776,2743.0,0
32,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,22,0.8,0.875,0.875,0.0,3.6666666666666665,8.51699317141357,2499.0,3
36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,19,0.4117647058823529,1.0,1.0,1.0,2.3333333333333335,9.235325624670091,3417.3333333333335,1
33,0,Travel_Rarely,117,Research & Development,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,18,0.9333333333333333,0.7142857142857143,0.7142857142857143,0.2857142857142857,2.3333333333333335,7.930925372483388,2781.0,0
40,0,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,33,0.7142857142857143,0.2,0.6,0.2,2.0,8.832441791585824,3426.0,0
25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,20,0.8,0.75,0.25,0.25,3.0,8.507344855361422,2475.0,0
30,0,Travel_Rarely,1465,Research & Development,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,18,0.9166666666666666,0.8181818181818182,0.6363636363636364,0.45454545454545453,2.3333333333333335,8.183118079394745,3579.0,3
42,0,Travel_Frequently,458,Research & Development,26,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,22,0.05,0.0,0.0,0.0,1.6666666666666667,9.487365864239434,4397.0,3
35,0,Non-Travel,1212,Sales,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,19,0.8125,0.15384615384615385,0.9230769230769231,0.3076923076923077,3.0,9.247443459927686,3459.0,2
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,18,1.0,0.7777777777777778,0.8888888888888888,0.6666666666666666,2.0,7.71244383427499,2235.0,3
54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,21,0.15151515151515152,0.8,0.8,0.2,2.6666666666666665,9.259416209622776,3500.6666666666665,0
44,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7,34,1.0,0.5,0.7,0.7,3.0,7.60688453121963,2011.0,0
19,1,Non-Travel,504,Research & Development,10,3,Medical,1248,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,18,1.0,1.0,0.0,0.0,1.6666666666666667,7.528331766707247,1859.0,2
29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,26,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,8.232440158470336,3760.0,0
54,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1250,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,18,0.2777777777777778,0.9,0.9,0.0,3.0,9.785829509067895,4444.75,0
31,0,Travel_Rarely,1332,Research & Development,11,2,Medical,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,25,1.0,0.8333333333333334,0.16666666666666666,0.0,2.6666666666666665,8.829665432675236,3416.5,3
31,0,Travel_Rarely,1062,Research & Development,24,3,Medical,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,21,1.0,0.9,0.8,0.1,2.0,8.826587830773668,3406.0,0
59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,46,0.46153846153846156,0.16666666666666666,0.8333333333333334,0.0,3.6666666666666665,8.551014739891748,2585.5,0
43,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1255,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,18,0.32,0.875,0.875,0.0,3.0,9.890452970265668,3948.0,0
49,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1256,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,26,0.043478260869565216,0.0,0.0,0.0,2.3333333333333335,9.836920308264014,3742.2,0
36,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,24,0.9166666666666666,0.9090909090909091,0.6363636363636364,0.0,2.6666666666666665,8.214194414852564,3692.0,0
48,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,41,0.14285714285714285,0.0,0.0,0.0,3.0,7.847762537473608,2559.0,0
27,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3,22,1.0,0.6,0.6,0.0,2.0,7.831220214604293,2517.0,0
29,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,23,1.0,0.0,0.0,0.16666666666666666,3.0,8.798454696065095,3311.5,3
48,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1263,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0,23,0.04,0.0,0.0,0.0,3.6666666666666665,9.812796687251625,3653.0,0
29,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,20,0.7777777777777778,1.0,1.0,0.14285714285714285,3.3333333333333335,9.688126141663973,4031.0,0
34,0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1265,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0,32,0.5,0.0,0.0,0.0,3.3333333333333335,7.857867559331803,2585.0,0
44,0,Travel_Rarely,1099,Sales,5,3,Marketing,1267,2,Male,88,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10,18,0.8461538461538461,0.4090909090909091,0.45454545454545453,0.13636363636363635,2.3333333333333335,9.809945808127765,3642.6,0
33,0,Travel_Rarely,536,Sales,10,5,Marketing,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8,23,0.9,0.8888888888888888,0.8888888888888888,0.0,3.6666666666666665,9.033722518098907,2793.3333333333335,4
19,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1,18,1.0,0.0,1.0,0.0,3.3333333333333335,8.00469951054955,2994.0,4
23,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1270,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1,22,1.0,0.0,1.0,0.0,3.6666666666666665,7.1098794630722715,1223.0,0
25,1,Travel_Frequently,599,Sales,24,1,Life Sciences,1273,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0,24,1.0,0.0,0.0,1.0,3.6666666666666665,7.020190708311925,1118.0,1
26,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2,18,1.0,0.625,0.25,0.25,3.0,7.964155718840937,2875.0,3
45,1,Travel_Rarely,1449,Sales,2,3,Marketing,1277,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11,19,0.9230769230769231,0.4166666666666667,0.4583333333333333,0.041666666666666664,1.3333333333333333,9.842941052668094,3764.8,1
55,0,Non-Travel,177,Research & Development,8,1,Medical,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0,21,0.9705882352941176,0.2727272727272727,0.0,0.45454545454545453,3.3333333333333335,9.516206114861593,3394.25,2
21,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1279,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,0,2,2,1,2,2,2,2,19,1.0,1.0,1.0,1.0,2.3333333333333335,7.873217054862741,2625.0,0
46,0,Travel_Rarely,168,Sales,4,2,Marketing,1280,4,Female,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8,20,0.4230769230769231,0.36363636363636365,0.7272727272727273,0.0,3.0,9.84108009240751,3757.8,0
34,0,Travel_Rarely,131,Sales,2,3,Marketing,1281,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,3,4,0,4,3,3,3,2,0,2,30,0.75,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,8.420462002456466,2269.0,3
51,0,Travel_Frequently,237,Sales,9,3,Life Sciences,1282,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10,20,0.9354838709677419,0.3448275862068966,0.3448275862068966,0.3793103448275862,2.3333333333333335,9.895858525371636,3969.4,3
59,0,Travel_Rarely,1429,Research & Development,18,4,Medical,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4,34,0.36,0.7777777777777778,0.4444444444444444,0.5555555555555556,4.0,9.26036786557583,3504.0,0
34,0,Travel_Frequently,135,Research & Development,19,3,Medical,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10,19,0.7333333333333333,0.7272727272727273,0.9090909090909091,0.45454545454545453,2.6666666666666665,8.399535147948004,2222.0,0
28,0,Travel_Frequently,791,Research & Development,1,4,Medical,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2,23,0.8,0.5,0.5,0.0,3.3333333333333335,7.675546002537848,2154.0,3
44,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1288,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,No,14,3,4,2,26,4,2,25,9,14,13,18,0.9615384615384616,0.36,0.52,0.56,2.6666666666666665,9.862196698118247,3838.0,0
34,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1289,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,No,11,3,4,2,14,5,4,10,9,1,8,20,0.7142857142857143,0.9,0.8,0.1,3.0,8.409830673087738,2245.0,0
35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1291,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2,31,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,8.162516250140179,3506.0,3
42,0,Travel_Rarely,603,Research & Development,7,4,Medical,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0,24,0.05555555555555555,0.0,0.0,0.0,2.6666666666666665,7.771910256435763,1186.0,4
43,0,Travel_Rarely,531,Sales,4,4,Marketing,1293,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17,20,0.9130434782608695,0.3333333333333333,0.8095238095238095,0.7142857142857143,4.0,9.23327534325868,3410.3333333333335,0
36,0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12,18,0.8888888888888888,0.875,0.75,0.3125,3.0,8.596189197642735,2705.0,3
44,1,Travel_Rarely,621,Research & Development,15,3,Medical,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5,34,1.0,0.7,0.5,0.0,3.0,8.984568369308281,2659.3333333333335,0
28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2,26,1.0,1.0,1.0,1.0,3.3333333333333335,8.260492856573185,3867.0,2
51,0,Travel_Frequently,968,Research & Development,6,2,Medical,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,No,14,3,2,0,8,6,2,7,0,7,7,43,0.875,0.0,1.0,1.0,2.3333333333333335,7.951207156472972,2838.0,0
30,0,Non-Travel,879,Research & Development,9,2,Medical,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7,20,0.8,0.5,0.875,0.125,3.0,8.454466361507933,2347.5,3
29,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,3,1,2,10,2,3,7,7,7,7,19,0.7,1.0,1.0,1.0,2.0,8.113726085970747,3339.0,3
28,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1301,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,No,11,3,2,0,5,2,2,3,2,1,2,23,0.6,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,7.640603826393634,2080.0,0
25,0,Travel_Rarely,266,Research & Development,1,3,Medical,1303,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1,23,1.0,1.0,0.5,1.0,3.3333333333333335,7.64826303090192,2096.0,0
32,0,Travel_Rarely,604,Sales,8,3,Medical,1304,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8,22,1.0,0.7,0.8,0.0,3.3333333333333335,8.733916174927524,3104.5,0
45,0,Travel_Frequently,364,Research & Development,25,3,Medical,1306,2,Female,83,3,5,Manager,2,Single,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0,23,0.0,0.0,0.0,0.0,2.3333333333333335,9.801565562810744,3612.2,0
39,0,Travel_Rarely,412,Research & Development,13,4,Medical,1307,3,Female,94,2,4,Manager,2,Divorced,17123,17334,6,Yes,13,3,4,2,21,4,3,19,9,15,2,18,0.9047619047619048,0.47368421052631576,0.10526315789473684,0.7894736842105263,3.0,9.748236267264836,4280.75,2
58,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1308,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,No,12,3,4,2,2,3,3,2,2,2,2,56,1.0,1.0,1.0,1.0,2.6666666666666665,7.771910256435763,2372.0,0
32,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1,22,1.0,0.4,0.1,0.1,2.6666666666666665,8.493719835230594,2441.5,0
